pn,un_cc_ds,wn_cc_ds,u_pacceoc/cc_ds,w_pacceoc/cc_ds,un_s_ds,w_s_ds,un_eacr_ds,w_eacr_ds,tps
390063,13.33333333,3.333333333,15,3.75,44.28571429,11.07142857,10,2.5,20.6547619
390065,60,15,31,7.75,67.5,16.875,20,5,44.625
390066,26.66666667,6.666666667,20,5,38.57142857,9.642857143,0,0,21.30952381
390067,70,17.5,28,7,37.14285714,9.285714286,10,2.5,36.28571429
390068,25,6.25,25,6.25,37.5,9.375,0,0,21.875
390070,60,15,25,6.25,57.5,14.375,10,2.5,38.125
390071,40,10,31,7.75,43.33333333,10.83333333,30,7.5,36.08333333
390072,33.33333333,8.333333333,24,6,56.66666667,14.16666667,0,0,28.5
390073,20,5,31,7.75,40,10,0,0,22.75
390076,36.66666667,9.166666667,19,4.75,76.66666667,19.16666667,0,0,33.08333333
390079,66.66666667,16.66666667,23,5.75,47.14285714,11.78571429,20,5,39.20238095
390080,83.33333333,20.83333333,15,3.75,50,12.5,10,2.5,39.58333333
390081,30,7.5,16,4,65.71428571,16.42857143,10,2.5,30.42857143
390084,30,10,47,15.66666667,Not Available,Not Available,50,16.66666667,42.33333333
390086,46.66666667,11.66666667,12,3,62.85714286,15.71428571,0,0,30.38095238
390090,70,17.5,17,4.25,34.28571429,8.571428571,20,5,35.32142857
390091,70,17.5,17,4.25,75,18.75,40,10,50.5
390093,33.33333333,11.11111111,13,4.333333333,Not Available,Not Available,10,3.333333333,18.77777778
390096,46.66666667,11.66666667,24,6,30,7.5,0,0,25.16666667
390097,33.33333333,8.333333333,23,5.75,55.71428571,13.92857143,20,5,33.01190476
390100,90,22.5,27,6.75,44.28571429,11.07142857,0,0,40.32142857
390101,40,10,30,7.5,48,12,0,0,29.5
390102,70,17.5,15,3.75,26.66666667,6.666666667,0,0,27.91666667
390104,35,11.66666667,63,21,Not Available,Not Available,30,10,42.66666667
390107,40,10,19,4.75,23.33333333,5.833333333,0,0,20.58333333
390110,56.66666667,14.16666667,22,5.5,35.71428571,8.928571429,0,0,28.5952381
390111,76.66666667,19.16666667,57,14.25,45.71428571,11.42857143,0,0,44.8452381
390112,45,11.25,51,12.75,100,25,50,12.5,61.5
390113,40,10,44,11,61.42857143,15.35714286,40,10,46.35714286
390114,40,10,20,5,73.33333333,18.33333333,30,7.5,40.83333333
390115,76.66666667,19.16666667,15,3.75,30,7.5,0,0,30.41666667
390116,10,2.5,16,4,64,16,20,5,27.5
390117,0,0,48,12,73.33333333,18.33333333,30,7.5,37.83333333
390118,30,7.5,18,4.5,66.66666667,16.66666667,10,2.5,31.16666667
390119,26.66666667,6.666666667,15,3.75,41.42857143,10.35714286,20,5,25.77380952
390123,20,5,19,4.75,52.85714286,13.21428571,10,2.5,25.46428571
390125,20,5,32,8,66.66666667,16.66666667,0,0,29.66666667
390127,60,15,23,5.75,41.42857143,10.35714286,0,0,31.10714286
390130,10,3.333333333,63,21,Not Available,Not Available,30,10,34.33333333
390133,50,12.5,27,6.75,32.85714286,8.214285714,0,0,27.46428571
390137,33.33333333,8.333333333,17,4.25,60,15,0,0,27.58333333
390138,53.33333333,13.33333333,43,10.75,53.33333333,13.33333333,90,22.5,59.91666667
390139,73.33333333,18.33333333,52,13,70,17.5,10,2.5,51.33333333
390142,46.66666667,11.66666667,18,4.5,42.85714286,10.71428571,0,0,26.88095238
390145,33.33333333,8.333333333,43,10.75,37.14285714,9.285714286,10,2.5,30.86904762
390146,53.33333333,13.33333333,15,3.75,46.66666667,11.66666667,60,15,43.75
390147,36.66666667,9.166666667,60,15,61.66666667,15.41666667,0,0,39.58333333
390150,25,8.333333333,29,9.666666667,Not Available,Not Available,10,3.333333333,21.33333333
390151,30,7.5,39,9.75,41.42857143,10.35714286,50,12.5,40.10714286
390153,83.33333333,20.83333333,49,12.25,32.85714286,8.214285714,0,0,41.29761905
390156,36.66666667,9.166666667,16,4,36.66666667,9.166666667,10,2.5,24.83333333
390157,30,7.5,25,6.25,80,20,0,0,33.75
390160,25,8.333333333,42,14,Not Available,Not Available,10,3.333333333,25.66666667
390162,70,17.5,30,7.5,31.66666667,7.916666667,0,0,32.91666667
390163,70,17.5,14,3.5,74.28571429,18.57142857,20,5,44.57142857
390164,70,17.5,19,4.75,30,7.5,0,0,29.75
390168,23.33333333,5.833333333,24,6,55.71428571,13.92857143,0,0,25.76190476
390173,66.66666667,16.66666667,45,11.25,65,16.25,0,0,44.16666667
390174,86.66666667,21.66666667,36,9,38.57142857,9.642857143,0,0,40.30952381
390178,73.33333333,18.33333333,19,4.75,61.42857143,15.35714286,30,7.5,45.94047619
390179,76.66666667,19.16666667,66,16.5,52.85714286,13.21428571,20,5,53.88095238
390180,26.66666667,6.666666667,14,3.5,52.85714286,13.21428571,0,0,23.38095238
390183,80,26.66666667,53,17.66666667,Not Available,Not Available,20,6.666666667,51
390184,0,0,40,13.33333333,Not Available,Not Available,50,16.66666667,30
390185,73.33333333,18.33333333,18,4.5,51.42857143,12.85714286,0,0,35.69047619
390192,10,3.333333333,78,26,Not Available,Not Available,30,10,39.33333333
390194,36.66666667,12.22222222,17,5.666666667,Not Available,Not Available,20,6.666666667,24.55555556
390195,93.33333333,23.33333333,34,8.5,31.42857143,7.857142857,0,0,39.69047619
390197,73.33333333,18.33333333,34,8.5,40,10,0,0,36.83333333
390198,25,6.25,35,8.75,76,19,0,0,34
390199,15,3.75,61,15.25,50,12.5,50,12.5,44
390201,43.33333333,10.83333333,31,7.75,41.42857143,10.35714286,20,5,33.94047619
390203,56.66666667,14.16666667,55,13.75,37.14285714,9.285714286,10,2.5,39.70238095
390204,20,5,21,5.25,55,13.75,20,5,29
390211,76.66666667,19.16666667,10,2.5,54.28571429,13.57142857,20,5,40.23809524
390217,33.33333333,8.333333333,37,9.25,66.66666667,16.66666667,0,0,34.25
390219,40,10,57,14.25,50,12.5,0,0,36.75
390220,20,5,15,3.75,55,13.75,0,0,22.5
390222,60,15,37,9.25,60,15,10,2.5,41.75
390223,73.33333333,18.33333333,53,13.25,26.66666667,6.666666667,0,0,38.25
390225,50,12.5,16,4,81.42857143,20.35714286,0,0,36.85714286
390226,53.33333333,13.33333333,20,5,32.85714286,8.214285714,10,2.5,29.04761905
390228,53.33333333,13.33333333,55,13.75,54.28571429,13.57142857,0,0,40.6547619
390231,53.33333333,13.33333333,24,6,40,10,10,2.5,31.83333333
390233,46.66666667,11.66666667,24,6,56.66666667,14.16666667,0,0,31.83333333
390236,10,3.333333333,54,18,Not Available,Not Available,40,13.33333333,34.66666667
390237,10,2.5,24,6,50,12.5,10,2.5,23.5
390256,50,12.5,32,8,54.28571429,13.57142857,0,0,34.07142857
390258,60,15,33,8.25,50,12.5,0,0,35.75
390263,46.66666667,11.66666667,29,7.25,46.66666667,11.66666667,20,5,35.58333333
390265,40,10,26,6.5,27.14285714,6.785714286,0,0,23.28571429
390266,0,0,67,22.33333333,Not Available,Not Available,20,6.666666667,29
390267,20,5,14,3.5,31.42857143,7.857142857,0,0,16.35714286
390268,53.33333333,13.33333333,47,11.75,41.42857143,10.35714286,0,0,35.44047619
390270,26.66666667,6.666666667,23,5.75,61.42857143,15.35714286,0,0,27.77380952
390290,53.33333333,13.33333333,12,3,52.85714286,13.21428571,0,0,29.54761905
390304,76.66666667,19.16666667,29,7.25,66.66666667,16.66666667,30,7.5,50.58333333
390312,Not Available,Not Available,86,28.66666667,64,21.33333333,0,0,50
390326,66.66666667,16.66666667,45,11.25,71.66666667,17.91666667,30,7.5,53.33333333
390328,63.33333333,15.83333333,28,7,25,6.25,30,7.5,36.58333333
390329,56.66666667,14.16666667,20,5,50,12.5,0,0,31.66666667
410001,66.66666667,16.66666667,27,6.75,76.66666667,19.16666667,10,2.5,45.08333333
410004,66.66666667,16.66666667,30,7.5,56.66666667,14.16666667,20,5,43.33333333
410005,63.33333333,15.83333333,43,10.75,64,16,0,0,42.58333333
410006,83.33333333,20.83333333,54,13.5,18,4.5,10,2.5,41.33333333
410007,40,10,20,5,30,7.5,0,0,22.5
410008,80,20,90,22.5,81.66666667,20.41666667,30,7.5,70.41666667
410009,66.66666667,16.66666667,21,5.25,31.42857143,7.857142857,10,2.5,32.27380952
410010,Not Available,Not Available,20,6.666666667,26.66666667,8.888888889,30,10,25.55555556
410011,70,17.5,23,5.75,27.14285714,6.785714286,40,10,40.03571429
410012,66.66666667,16.66666667,52,13,51.66666667,12.91666667,30,7.5,50.08333333
410013,56.66666667,14.16666667,31,7.75,50,12.5,10,2.5,36.91666667
420002,0,0,22,5.5,51.42857143,12.85714286,0,0,18.35714286
420004,53.33333333,13.33333333,38,9.5,34.28571429,8.571428571,0,0,31.4047619
420005,36.66666667,9.166666667,58,14.5,73.33333333,18.33333333,60,15,57
420007,20,5,43,10.75,40,10,0,0,25.75
420009,36.66666667,9.166666667,20,5,53.33333333,13.33333333,0,0,27.5
420010,53.33333333,13.33333333,35,8.75,56,14,40,10,46.08333333
420015,53.33333333,13.33333333,63,15.75,55,13.75,0,0,42.83333333
420018,43.33333333,10.83333333,40,10,28.57142857,7.142857143,0,0,27.97619048
420019,10,3.333333333,33,11,Not Available,Not Available,0,0,14.33333333
420020,66.66666667,16.66666667,25,6.25,67.5,16.875,40,10,49.79166667
420023,46.66666667,11.66666667,47,11.75,58.57142857,14.64285714,0,0,38.05952381
420026,53.33333333,13.33333333,47,11.75,73.33333333,18.33333333,10,2.5,45.91666667
420027,30,7.5,31,7.75,52.85714286,13.21428571,0,0,28.46428571
420030,15,3.75,38,9.5,65,16.25,30,7.5,37
420033,25,6.25,75,18.75,87.5,21.875,70,17.5,64.375
420036,33.33333333,8.333333333,38,9.5,65,16.25,30,7.5,41.58333333
420037,10,3.333333333,50,16.66666667,Not Available,Not Available,50,16.66666667,36.66666667
420038,50,12.5,19,4.75,50,12.5,30,7.5,37.25
420043,0,0,21,5.25,77.5,19.375,20,5,29.625
420048,46.66666667,11.66666667,34,8.5,60,15,10,2.5,37.66666667
420049,20,5,21,5.25,78.57142857,19.64285714,20,5,34.89285714
420051,30,7.5,51,12.75,38.57142857,9.642857143,20,5,34.89285714
420053,20,5,90,22.5,87.5,21.875,30,7.5,56.875
420055,60,15,26,6.5,37.5,9.375,50,12.5,43.375
420065,20,5,74,18.5,57.14285714,14.28571429,10,2.5,40.28571429
420067,30,7.5,47,11.75,71.42857143,17.85714286,20,5,42.10714286
420068,53.33333333,13.33333333,25,6.25,41.42857143,10.35714286,10,2.5,32.44047619
420070,26.66666667,6.666666667,43,10.75,44.28571429,11.07142857,30,7.5,35.98809524
420071,50,12.5,58,14.5,41.42857143,10.35714286,0,0,37.35714286
420072,10,3.333333333,64,21.33333333,Not Available,Not Available,80,26.66666667,51.33333333
420073,56.66666667,14.16666667,45,11.25,45.71428571,11.42857143,20,5,41.8452381
420078,50,12.5,19,4.75,35.71428571,8.928571429,0,0,26.17857143
420079,20,5,14,3.5,38.57142857,9.642857143,0,0,18.14285714
420080,33.33333333,8.333333333,16,4,82.85714286,20.71428571,10,2.5,35.54761905
420082,10,2.5,28,7,42.85714286,10.71428571,10,2.5,22.71428571
420083,26.66666667,6.666666667,31,7.75,56,14,0,0,28.41666667
420085,46.66666667,11.66666667,15,3.75,34.28571429,8.571428571,30,7.5,31.48809524
420086,3.333333333,0.833333333,43,10.75,25.71428571,6.428571429,30,7.5,25.51190476
420087,50,12.5,66,16.5,20,5,0,0,34
420089,50,12.5,65,16.25,50,12.5,10,2.5,43.75
420091,90,22.5,44,11,50,12.5,30,7.5,53.5
420098,60,15,54,13.5,38.57142857,9.642857143,20,5,43.14285714
420101,45,11.25,16,4,60,15,0,0,30.25
420103,50,16.66666667,74,24.66666667,Not Available,Not Available,0,0,41.33333333
420104,25,6.25,90,22.5,66.66666667,16.66666667,50,12.5,57.91666667
420105,50,12.5,39,9.75,56.66666667,14.16666667,60,15,51.41666667
420106,50,12.5,57,14.25,27.14285714,6.785714286,10,2.5,36.03571429
420107,Not Available,Not Available,53,17.66666667,62.5,20.83333333,100,33.33333333,71.83333333
430005,53.33333333,13.33333333,23,5.75,47.5,11.875,40,10,40.95833333
430008,15,3.75,69,17.25,90,22.5,100,25,68.5
430012,43.33333333,10.83333333,41,10.25,63.33333333,15.83333333,40,10,46.91666667
430013,35,8.75,43,10.75,66.66666667,16.66666667,10,2.5,38.66666667
430014,60,15,43,10.75,80,20,30,7.5,53.25
430015,40,10,46,11.5,70,17.5,100,25,64
430016,43.33333333,10.83333333,30,7.5,50,12.5,10,2.5,33.33333333
430027,76.66666667,19.16666667,34,8.5,27.14285714,6.785714286,0,0,34.45238095
430048,40,10,65,16.25,60,15,70,17.5,58.75
430077,50,12.5,20,5,37.14285714,9.285714286,0,0,26.78571429
430095,60,15,85,21.25,30,7.5,10,2.5,46.25
430097,56.66666667,14.16666667,72,18,66.66666667,16.66666667,30,7.5,56.33333333
440002,26.66666667,6.666666667,39,9.75,32.85714286,8.214285714,0,0,24.63095238
440003,23.33333333,5.833333333,25,6.25,50,12.5,10,2.5,27.08333333
440006,10,2.5,17,4.25,25,6.25,10,2.5,15.5
440007,60,20,23,7.666666667,Not Available,Not Available,0,0,27.66666667
440009,40,10,36,9,64,16,30,7.5,42.5
440010,30,10,83,27.66666667,Not Available,Not Available,20,6.666666667,44.33333333
440011,46.66666667,11.66666667,20,5,38.57142857,9.642857143,20,5,31.30952381
440012,26.66666667,6.666666667,45,11.25,67.14285714,16.78571429,10,2.5,37.20238095
440015,50,12.5,40,10,38.57142857,9.642857143,10,2.5,34.64285714
440017,26.66666667,6.666666667,31,7.75,50,12.5,0,0,26.91666667
440018,33.33333333,8.333333333,70,17.5,40,10,0,0,35.83333333
440020,35,11.66666667,45,15,Not Available,Not Available,0,0,26.66666667
440025,10,2.5,34,8.5,56,14,40,10,35
440029,30,7.5,61,15.25,51.42857143,12.85714286,10,2.5,38.10714286
440030,50,12.5,22,5.5,75.71428571,18.92857143,0,0,36.92857143
440031,35,8.75,54,13.5,80,20,30,7.5,49.75
440032,30,10,86,28.66666667,Not Available,Not Available,50,16.66666667,55.33333333
440033,0,0,16,4,100,25,0,0,29
440034,3.333333333,0.833333333,42,10.5,51.42857143,12.85714286,30,7.5,31.69047619
440035,20,5,18,4.5,45.71428571,11.42857143,0,0,20.92857143
440039,53.33333333,13.33333333,43,10.75,44.28571429,11.07142857,10,2.5,37.6547619
440046,50,12.5,36,9,84,21,0,0,42.5
440048,53.33333333,13.33333333,19,4.75,50,12.5,0,0,30.58333333
440049,33.33333333,8.333333333,36,9,31.42857143,7.857142857,0,0,25.19047619
440050,25,6.25,37,9.25,90,22.5,30,7.5,45.5
440053,16.66666667,4.166666667,23,5.75,37.14285714,9.285714286,10,2.5,21.70238095
440056,25,8.333333333,56,18.66666667,Not Available,Not Available,30,10,37
440057,10,3.333333333,27,9,Not Available,Not Available,50,16.66666667,29
440058,33.33333333,8.333333333,19,4.75,70,17.5,10,2.5,33.08333333
440059,60,15,18,4.5,60,15,0,0,34.5
440061,46.66666667,11.66666667,28,7,66.66666667,16.66666667,0,0,35.33333333
440063,30,7.5,21,5.25,35.71428571,8.928571429,0,0,21.67857143
440065,36.66666667,9.166666667,36,9,86.66666667,21.66666667,30,7.5,47.33333333
440067,20,6.666666667,36,12,Not Available,Not Available,0,0,18.66666667
440068,46.66666667,11.66666667,28,7,76.66666667,19.16666667,0,0,37.83333333
440072,40,10,13,3.25,77.5,19.375,0,0,32.625
440073,33.33333333,8.333333333,40,10,52.85714286,13.21428571,10,2.5,34.04761905
440081,66.66666667,16.66666667,24,6,61.66666667,15.41666667,30,7.5,45.58333333
440082,36.66666667,9.166666667,34,8.5,25,6.25,0,0,23.91666667
440083,40,13.33333333,37,12.33333333,Not Available,Not Available,10,3.333333333,29
440084,15,3.75,50,12.5,77.5,19.375,0,0,35.625
440091,60,15,59,14.75,46.66666667,11.66666667,20,5,46.41666667
440102,0,0,39,9.75,70,17.5,0,0,27.25
440104,23.33333333,5.833333333,15,3.75,24.28571429,6.071428571,0,0,15.6547619
440109,15,3.75,56,14,66.66666667,16.66666667,0,0,34.41666667
440110,65,16.25,32,8,46.66666667,11.66666667,30,7.5,43.41666667
440111,Not Available,Not Available,29,9.666666667,81.42857143,27.14285714,30,10,46.80952381
440120,0,0,25,6.25,30,7.5,0,0,13.75
440125,70,17.5,27,6.75,44.28571429,11.07142857,20,5,40.32142857
440130,25,6.25,47,11.75,90,22.5,0,0,40.5
440131,20,5,42,10.5,76.66666667,19.16666667,20,5,39.66666667
440132,36.66666667,9.166666667,51,12.75,100,25,0,0,46.91666667
440133,30,7.5,24,6,42.85714286,10.71428571,0,0,24.21428571
440137,25,6.25,31,7.75,56.66666667,14.16666667,10,2.5,30.66666667
440144,53.33333333,13.33333333,26,6.5,31.42857143,7.857142857,0,0,27.69047619
440148,35,11.66666667,49,16.33333333,Not Available,Not Available,0,0,28
440150,16.66666667,4.166666667,18,4.5,65.71428571,16.42857143,0,0,25.0952381
440151,40,10,15,3.75,80,20,0,0,33.75
440152,Not Available,Not Available,16,5.333333333,30,10,0,0,15.33333333
440153,20,5,36,9,55,13.75,40,10,37.75
440156,26.66666667,6.666666667,26,6.5,28.57142857,7.142857143,0,0,20.30952381
440159,Not Available,Not Available,22,7.333333333,100,33.33333333,0,0,40.66666667
440161,53.33333333,13.33333333,43,10.75,28.57142857,7.142857143,0,0,31.22619048
440173,43.33333333,10.83333333,42,10.5,38.57142857,9.642857143,20,5,35.97619048
440175,50,12.5,42,10.5,33.33333333,8.333333333,0,0,31.33333333
440176,53.33333333,13.33333333,38,9.5,55.71428571,13.92857143,0,0,36.76190476
440180,25,6.25,52,13,46.66666667,11.66666667,70,17.5,48.41666667
440182,40,10,31,7.75,66.66666667,16.66666667,0,0,34.41666667
440183,23.33333333,5.833333333,18,4.5,32.85714286,8.214285714,10,2.5,21.04761905
440184,60,15,72,18,76.66666667,19.16666667,20,5,57.16666667
440185,20,5,12,3,50,12.5,0,0,20.5
440187,0,0,49,12.25,43.33333333,10.83333333,10,2.5,25.58333333
440189,63.33333333,15.83333333,18,4.5,50,12.5,0,0,32.83333333
440193,30,7.5,15,3.75,44,11,10,2.5,24.75
440194,20,5,24,6,48.33333333,12.08333333,20,5,28.08333333
440197,53.33333333,13.33333333,40,10,50,12.5,10,2.5,38.33333333
440227,53.33333333,13.33333333,15,3.75,61.66666667,15.41666667,0,0,32.5
440228,20,5,26,6.5,55.71428571,13.92857143,10,2.5,27.92857143
450002,16.66666667,4.166666667,12,3,41.42857143,10.35714286,0,0,17.52380952
450007,23.33333333,5.833333333,57,14.25,58.33333333,14.58333333,0,0,34.66666667
450010,30,7.5,48,12,64.28571429,16.07142857,0,0,35.57142857
450011,20,5,36,9,50,12.5,0,0,26.5
450015,66.66666667,16.66666667,27,6.75,42.85714286,10.71428571,40,10,44.13095238
450018,60,15,43,10.75,34.28571429,8.571428571,0,0,34.32142857
450021,43.33333333,10.83333333,33,8.25,41.42857143,10.35714286,0,0,29.44047619
450023,63.33333333,15.83333333,37,9.25,57.14285714,14.28571429,0,0,39.36904762
450024,16.66666667,4.166666667,22,5.5,32.85714286,8.214285714,0,0,17.88095238
450028,53.33333333,13.33333333,13,3.25,68.57142857,17.14285714,0,0,33.72619048
450029,43.33333333,10.83333333,8,2,34.28571429,8.571428571,0,0,21.4047619
450032,45,11.25,47,11.75,53.33333333,13.33333333,0,0,36.33333333
450033,60,15,18,4.5,51.42857143,12.85714286,0,0,32.35714286
450034,33.33333333,8.333333333,40,10,45.71428571,11.42857143,0,0,29.76190476
450035,43.33333333,10.83333333,9,2.25,45.71428571,11.42857143,10,2.5,27.01190476
450039,50,12.5,25,6.25,45.71428571,11.42857143,0,0,30.17857143
450040,50,12.5,35,8.75,48.57142857,12.14285714,0,0,33.39285714
450042,13.33333333,3.333333333,35,8.75,22.85714286,5.714285714,0,0,17.79761905
450044,83.33333333,20.83333333,66,16.5,45.71428571,11.42857143,10,2.5,51.26190476
450046,30,7.5,16,4,41.42857143,10.35714286,0,0,21.85714286
450051,6.666666667,1.666666667,26,6.5,64.28571429,16.07142857,0,0,24.23809524
450054,56.66666667,14.16666667,35,8.75,50,12.5,20,5,40.41666667
450055,40,10,69,17.25,100,25,0,0,52.25
450056,73.33333333,18.33333333,22,5.5,48.57142857,12.14285714,0,0,35.97619048
450058,16.66666667,4.166666667,17,4.25,57.14285714,14.28571429,0,0,22.70238095
450064,36.66666667,9.166666667,31,7.75,30,7.5,0,0,24.41666667
450068,53.33333333,13.33333333,24,6,38.57142857,9.642857143,0,0,28.97619048
450072,60,15,33,8.25,80,20,20,5,48.25
450079,60,15,38,9.5,38.57142857,9.642857143,10,2.5,36.64285714
450080,35,8.75,22,5.5,85,21.25,0,0,35.5
450082,20,5,27,6.75,100,25,20,5,41.75
450083,13.33333333,3.333333333,18,4.5,38.57142857,9.642857143,0,0,17.47619048
450087,40,10,43,10.75,53.33333333,13.33333333,0,0,34.08333333
450090,25,8.333333333,65,21.66666667,Not Available,Not Available,0,0,30
450092,43.33333333,10.83333333,25,6.25,60,15,0,0,32.08333333
450097,46.66666667,11.66666667,19,4.75,42.85714286,10.71428571,10,2.5,29.63095238
450099,56.66666667,14.16666667,37,9.25,86.66666667,21.66666667,40,10,55.08333333
450101,30,7.5,35,8.75,38.57142857,9.642857143,0,0,25.89285714
450102,46.66666667,11.66666667,48,12,31.42857143,7.857142857,0,0,31.52380952
450104,10,2.5,59,14.75,60,15,0,0,32.25
450107,43.33333333,10.83333333,24,6,28.57142857,7.142857143,0,0,23.97619048
450108,10,3.333333333,61,20.33333333,Not Available,Not Available,0,0,23.66666667
450119,76.66666667,19.16666667,22,5.5,58.57142857,14.64285714,0,0,39.30952381
450124,5,1.25,20,5,50,12.5,0,0,18.75
450128,93.33333333,23.33333333,24,6,63.33333333,15.83333333,20,5,50.16666667
450130,50,12.5,26,6.5,78,19.5,0,0,38.5
450132,30,7.5,13,3.25,15.71428571,3.928571429,0,0,14.67857143
450133,13.33333333,3.333333333,20,5,52.85714286,13.21428571,0,0,21.54761905
450135,43.33333333,10.83333333,24,6,40,10,0,0,26.83333333
450137,90,22.5,21,5.25,57.14285714,14.28571429,0,0,42.03571429
450144,Not Available,Not Available,60,20,100,33.33333333,100,33.33333333,86.66666667
450147,46.66666667,11.66666667,26,6.5,51.42857143,12.85714286,0,0,31.02380952
450148,46.66666667,11.66666667,39,9.75,76.66666667,19.16666667,0,0,40.58333333
450154,33.33333333,8.333333333,23,5.75,86.66666667,21.66666667,50,12.5,48.25
450163,30,7.5,24,6,100,25,0,0,38.5
450165,0,0,50,12.5,47.5,11.875,0,0,24.375
450176,83.33333333,20.83333333,33,8.25,65,16.25,0,0,45.33333333
450184,93.33333333,23.33333333,39,9.75,41.42857143,10.35714286,10,2.5,45.94047619
450187,26.66666667,6.666666667,26,6.5,33.33333333,8.333333333,60,15,36.5
450192,0,0,59,14.75,100,25,40,10,49.75
450193,76.66666667,19.16666667,18,4.5,30,7.5,0,0,31.16666667
450194,5,1.25,68,17,86.66666667,21.66666667,0,0,39.91666667
450196,46.66666667,11.66666667,18,4.5,28.57142857,7.142857143,0,0,23.30952381
450200,53.33333333,13.33333333,34,8.5,68.57142857,17.14285714,0,0,38.97619048
450203,50,12.5,34,8.5,77.14285714,19.28571429,0,0,40.28571429
450209,36.66666667,9.166666667,23,5.75,30,7.5,0,0,22.41666667
450211,60,15,31,7.75,30,7.5,0,0,30.25
450213,36.66666667,9.166666667,27,6.75,11.42857143,2.857142857,0,0,18.77380952
450222,43.33333333,10.83333333,24,6,38.57142857,9.642857143,0,0,26.47619048
450229,40,10,29,7.25,47.14285714,11.78571429,0,0,29.03571429
450231,50,12.5,41,10.25,54.28571429,13.57142857,0,0,36.32142857
450235,15,5,Not Available,Not Available,66.66666667,22.22222222,0,0,27.22222222
450236,36.66666667,9.166666667,24,6,20,5,0,0,20.16666667
450237,53.33333333,13.33333333,27,6.75,48.57142857,12.14285714,0,0,32.22619048
450271,20,5,22,5.5,42.85714286,10.71428571,0,0,21.21428571
450272,53.33333333,13.33333333,21,5.25,72.85714286,18.21428571,0,0,36.79761905
450280,46.66666667,11.66666667,16,4,40,10,0,0,25.66666667
450289,36.66666667,9.166666667,25,6.25,24.28571429,6.071428571,20,5,26.48809524
450292,25,6.25,52,13,86.66666667,21.66666667,0,0,40.91666667
450299,63.33333333,15.83333333,42,10.5,27.5,6.875,0,0,33.20833333
450324,66.66666667,16.66666667,34,8.5,22.85714286,5.714285714,0,0,30.88095238
450330,63.33333333,15.83333333,15,3.75,53.33333333,13.33333333,0,0,32.91666667
450340,26.66666667,6.666666667,60,15,71.42857143,17.85714286,0,0,39.52380952
450347,33.33333333,8.333333333,11,2.75,62.85714286,15.71428571,0,0,26.79761905
450351,23.33333333,5.833333333,71,17.75,63.33333333,15.83333333,10,2.5,41.91666667
450352,56.66666667,14.16666667,26,6.5,57.14285714,14.28571429,0,0,34.95238095
450358,100,25,39,9.75,40,10,0,0,44.75
450369,10,3.333333333,91,30.33333333,Not Available,Not Available,20,6.666666667,40.33333333
450370,35,8.75,69,17.25,76.66666667,19.16666667,10,2.5,47.66666667
450372,56.66666667,14.16666667,55,13.75,45.71428571,11.42857143,0,0,39.3452381
450379,55,13.75,7,1.75,56,14,20,5,34.5
450388,50,12.5,28,7,32.85714286,8.214285714,0,0,27.71428571
450389,30,7.5,43,10.75,65,16.25,0,0,34.5
450395,25,6.25,28,7,50,12.5,0,0,25.75
450399,0,0,Not Available,Not Available,73.33333333,24.44444444,100,33.33333333,57.77777778
450403,46.66666667,11.66666667,28,7,62.85714286,15.71428571,0,0,34.38095238
450419,25,8.333333333,72,24,Not Available,Not Available,0,0,32.33333333
450424,30,7.5,32,8,42.85714286,10.71428571,0,0,26.21428571
450431,93.33333333,23.33333333,53,13.25,41.42857143,10.35714286,0,0,46.94047619
450447,20,5,16,4,22.5,5.625,0,0,14.625
450462,40,10,25,6.25,38.57142857,9.642857143,0,0,25.89285714
450465,23.33333333,5.833333333,19,4.75,56.66666667,14.16666667,0,0,24.75
450469,66.66666667,16.66666667,16,4,44.28571429,11.07142857,0,0,31.73809524
450475,50,12.5,33,8.25,73.33333333,18.33333333,0,0,39.08333333
450484,63.33333333,15.83333333,51,12.75,30,7.5,0,0,36.08333333
450508,20,5,31,7.75,46.66666667,11.66666667,10,2.5,26.91666667
450518,26.66666667,6.666666667,15,3.75,62.85714286,15.71428571,10,2.5,28.63095238
450537,40,10,37,9.25,67.14285714,16.78571429,0,0,36.03571429
450539,15,3.75,48,12,100,25,0,0,40.75
450558,36.66666667,9.166666667,19,4.75,65.71428571,16.42857143,0,0,30.3452381
450563,60,15,39,9.75,38.57142857,9.642857143,10,2.5,36.89285714
450565,10,2.5,30,7.5,66.66666667,16.66666667,0,0,26.66666667
450571,56.66666667,14.16666667,41,10.25,38.57142857,9.642857143,0,0,34.05952381
450573,20,5,53,13.25,70,17.5,0,0,35.75
450580,30,10,Not Available,Not Available,66.66666667,22.22222222,0,0,32.22222222
450587,15,3.75,28,7,60,15,0,0,25.75
450596,40,10,16,4,62.5,15.625,0,0,29.625
450597,55,13.75,48,12,66.66666667,16.66666667,0,0,42.41666667
450604,45,11.25,99,24.75,75,18.75,20,5,59.75
450610,60,15,45,11.25,40,10,10,2.5,38.75
450617,96.66666667,24.16666667,18,4.5,37.14285714,9.285714286,0,0,37.95238095
450634,53.33333333,13.33333333,40,10,51.66666667,12.91666667,20,5,41.25
450638,40,10,12,3,50,12.5,0,0,25.5
450639,3.333333333,0.833333333,29,7.25,75.71428571,18.92857143,0,0,27.01190476
450643,46.66666667,11.66666667,20,5,48.57142857,12.14285714,10,2.5,31.30952381
