pn,un_cc_ds,wn_cc_ds,u_pacceoc/cc_ds,w_pacceoc/cc_ds,un_s_ds,w_s_ds,un_eacr_ds,w_eacr_ds,tps
10001,43.33333333,10.83333333,26,6.5,72.85714286,18.21428571,0,0,35.54761905
10005,16.66666667,4.166666667,36,9,81.42857143,20.35714286,0,0,33.52380952
10006,26.66666667,6.666666667,17,4.25,47.14285714,11.78571429,0,0,22.70238095
10007,26.66666667,8.888888889,56,18.66666667,Not Available,Not Available,0,0,27.55555556
10011,46.66666667,11.66666667,25,6.25,42.85714286,10.71428571,0,0,28.63095238
10012,13.33333333,3.333333333,25,6.25,67.5,16.875,30,7.5,33.95833333
10016,30,7.5,19,4.75,57.14285714,14.28571429,0,0,26.53571429
10019,36.66666667,9.166666667,35,8.75,54.28571429,13.57142857,0,0,31.48809524
10021,15,5,64,21.33333333,Not Available,Not Available,30,10,36.33333333
10022,10,3.333333333,53,17.66666667,Not Available,Not Available,40,13.33333333,34.33333333
10023,46.66666667,11.66666667,23,5.75,47.14285714,11.78571429,0,0,29.20238095
10024,30,7.5,30,7.5,40,10,0,0,25
10029,3.333333333,0.833333333,43,10.75,54.28571429,13.57142857,50,12.5,37.6547619
10033,93.33333333,23.33333333,57,14.25,35.71428571,8.928571429,20,5,51.51190476
10034,90,30,45,15,Not Available,Not Available,40,13.33333333,58.33333333
10035,23.33333333,5.833333333,27,6.75,75.71428571,18.92857143,20,5,36.51190476
10036,53.33333333,13.33333333,30,7.5,80,20,40,10,50.83333333
10038,60,15,27,6.75,73.33333333,18.33333333,10,2.5,42.58333333
10039,33.33333333,8.333333333,33,8.25,40,10,0,0,26.58333333
10040,30,7.5,19,4.75,58.57142857,14.64285714,0,0,26.89285714
10044,75,25,87,29,Not Available,Not Available,60,20,74
10045,55,18.33333333,89,29.66666667,Not Available,Not Available,40,13.33333333,61.33333333
10046,76.66666667,19.16666667,19,4.75,43.33333333,10.83333333,50,12.5,47.25
10049,15,3.75,23,5.75,92.5,23.125,0,0,32.625
10055,20,5,41,10.25,65.71428571,16.42857143,0,0,31.67857143
10056,50,12.5,54,13.5,24.28571429,6.071428571,0,0,32.07142857
10059,45,15,45,15,Not Available,Not Available,0,0,30
10061,20,5,34,8.5,67.5,16.875,0,0,30.375
10062,25,8.333333333,46,15.33333333,Not Available,Not Available,0,0,23.66666667
10065,40,10,59,14.75,52.5,13.125,10,2.5,40.375
10069,60,20,51,17,Not Available,Not Available,40,13.33333333,50.33333333
10073,0,0,51,17,Not Available,Not Available,10,3.333333333,20.33333333
10078,46.66666667,11.66666667,26,6.5,41.42857143,10.35714286,0,0,28.52380952
10079,10,2.5,26,6.5,46,11.5,20,5,25.5
10083,63.33333333,15.83333333,56,14,51.42857143,12.85714286,0,0,42.69047619
10085,20,5,24,6,71.42857143,17.85714286,0,0,28.85714286
10086,30,10,64,21.33333333,Not Available,Not Available,0,0,31.33333333
10087,Not Available,Not Available,53,17.66666667,26.66666667,8.888888889,30,10,36.55555556
10089,30,7.5,36,9,58.33333333,14.58333333,10,2.5,33.58333333
10090,13.33333333,3.333333333,24,6,57.14285714,14.28571429,0,0,23.61904762
10091,30,7.5,60,15,66.66666667,16.66666667,90,22.5,61.66666667
10092,0,0,22,5.5,34.28571429,8.571428571,0,0,14.07142857
10097,40,13.33333333,71,23.66666667,Not Available,Not Available,10,3.333333333,40.33333333
10099,10,2.5,26,6.5,50,12.5,30,7.5,29
10100,53.33333333,13.33333333,54,13.5,50,12.5,30,7.5,46.83333333
10101,15,3.75,26,6.5,86.66666667,21.66666667,20,5,36.91666667
10103,6.666666667,1.666666667,35,8.75,50,12.5,0,0,22.91666667
10104,46.66666667,11.66666667,43,10.75,70,17.5,0,0,39.91666667
10108,66.66666667,16.66666667,46,11.5,50,12.5,40,10,50.66666667
10112,0,0,18,6,Not Available,Not Available,0,0,6
10113,46.66666667,11.66666667,57,14.25,45.71428571,11.42857143,10,2.5,39.8452381
10114,60,15,23,5.75,55.71428571,13.92857143,0,0,34.67857143
10118,23.33333333,5.833333333,32,8,72,18,40,10,41.83333333
10120,0,0,69,17.25,86.66666667,21.66666667,30,7.5,46.41666667
10125,55,18.33333333,34,11.33333333,Not Available,Not Available,10,3.333333333,33
10126,5,1.25,37,9.25,100,25,20,5,40.5
10128,0,0,53,17.66666667,Not Available,Not Available,60,20,37.66666667
10129,0,0,64,16,67.5,16.875,60,15,47.875
10130,35,11.66666667,72,24,Not Available,Not Available,50,16.66666667,52.33333333
10131,40,10,23,5.75,44.28571429,11.07142857,10,2.5,29.32142857
10139,46.66666667,11.66666667,17,4.25,50,12.5,0,0,28.41666667
10144,33.33333333,8.333333333,38,9.5,45.71428571,11.42857143,0,0,29.26190476
10148,20,6.666666667,59,19.66666667,Not Available,Not Available,50,16.66666667,43
10149,60,15,32,8,45.71428571,11.42857143,10,2.5,36.92857143
10150,25,8.333333333,56,18.66666667,Not Available,Not Available,0,0,27
10157,25,6.25,30,7.5,20,5,0,0,18.75
10158,40,13.33333333,50,16.66666667,Not Available,Not Available,30,10,40
10164,16.66666667,4.166666667,21,5.25,62,15.5,0,0,24.91666667
10169,60,20,70,23.33333333,Not Available,Not Available,50,16.66666667,60
20001,43.33333333,10.83333333,23,5.75,27.14285714,6.785714286,50,12.5,35.86904762
20006,33.33333333,8.333333333,31,7.75,68.57142857,17.14285714,100,25,58.22619048
20008,0,0,46,11.5,83.33333333,20.83333333,90,22.5,54.83333333
20012,66.66666667,16.66666667,44,11,70,17.5,80,20,65.16666667
20017,53.33333333,13.33333333,17,4.25,47.14285714,11.78571429,60,15,44.36904762
20024,10,2.5,24,6,43.33333333,10.83333333,70,17.5,36.83333333
20026,43.33333333,10.83333333,12,3,40,10,50,12.5,36.33333333
30001,Not Available,Not Available,7,2.333333333,68,22.66666667,40,13.33333333,38.33333333
30002,60,15,22,5.5,45.71428571,11.42857143,10,2.5,34.42857143
30006,30,7.5,9,2.25,44.28571429,11.07142857,0,0,20.82142857
30007,53.33333333,13.33333333,31,7.75,55,13.75,0,0,34.83333333
30010,33.33333333,8.333333333,14,3.5,51.66666667,12.91666667,0,0,24.75
30011,43.33333333,10.83333333,14,3.5,44.28571429,11.07142857,0,0,25.4047619
30012,6.666666667,1.666666667,27,6.75,42.85714286,10.71428571,10,2.5,21.63095238
30013,56.66666667,14.16666667,10,2.5,42.85714286,10.71428571,0,0,27.38095238
30014,50,12.5,15,3.75,26.66666667,6.666666667,0,0,22.91666667
30016,63.33333333,15.83333333,30,7.5,41.42857143,10.35714286,20,5,38.69047619
30022,Not Available,Not Available,10,3.333333333,37.14285714,12.38095238,0,0,15.71428571
30023,83.33333333,20.83333333,34,8.5,40,10,20,5,44.33333333
30024,60,15,31,7.75,25.71428571,6.428571429,0,0,29.17857143
30030,46.66666667,11.66666667,9,2.25,64.28571429,16.07142857,0,0,29.98809524
30033,56.66666667,14.16666667,18,4.5,75,18.75,80,20,57.41666667
30036,70,17.5,22,5.5,15.71428571,3.928571429,0,0,26.92857143
30037,10,2.5,14,3.5,47.14285714,11.78571429,10,2.5,20.28571429
30038,36.66666667,9.166666667,11,2.75,31.42857143,7.857142857,0,0,19.77380952
30043,23.33333333,5.833333333,32,8,24.28571429,6.071428571,30,7.5,27.4047619
30055,33.33333333,8.333333333,18,4.5,35.71428571,8.928571429,40,10,31.76190476
30061,83.33333333,20.83333333,21,5.25,31.66666667,7.916666667,40,10,44
30062,43.33333333,10.83333333,42,10.5,50,12.5,60,15,48.83333333
30064,76.66666667,19.16666667,13,3.25,22.85714286,5.714285714,10,2.5,30.63095238
30065,80,20,15,3.75,45.71428571,11.42857143,0,0,35.17857143
30068,Not Available,Not Available,24,8,73.33333333,24.44444444,70,23.33333333,55.77777778
30069,43.33333333,10.83333333,12,3,58.57142857,14.64285714,50,12.5,40.97619048
30071,Not Available,Not Available,7,2.333333333,80,26.66666667,100,33.33333333,62.33333333
30073,45,11.25,33,8.25,67.5,16.875,90,22.5,58.875
30078,Not Available,Not Available,33,11,83.33333333,27.77777778,100,33.33333333,72.11111111
30083,53.33333333,13.33333333,14,3.5,52.85714286,13.21428571,10,2.5,32.54761905
30084,Not Available,Not Available,39,13,56.66666667,18.88888889,100,33.33333333,65.22222222
30085,23.33333333,5.833333333,11,2.75,32.85714286,8.214285714,10,2.5,19.29761905
30087,53.33333333,13.33333333,24,6,44.28571429,11.07142857,0,0,30.4047619
30088,70,17.5,20,5,58.57142857,14.64285714,10,2.5,39.64285714
30089,63.33333333,15.83333333,22,5.5,54.28571429,13.57142857,0,0,34.9047619
30092,33.33333333,8.333333333,13,3.25,33.33333333,8.333333333,0,0,19.91666667
30093,26.66666667,6.666666667,19,4.75,60,15,30,7.5,33.91666667
30094,40,10,19,4.75,48.57142857,12.14285714,0,0,26.89285714
30101,40,10,15,3.75,65,16.25,50,12.5,42.5
30103,96.66666667,24.16666667,89,22.25,50,12.5,40,10,68.91666667
30105,100,25,34,8.5,52,13,0,0,46.5
30110,46.66666667,11.66666667,16,4,74.28571429,18.57142857,40,10,44.23809524
30111,43.33333333,10.83333333,14,3.5,61.66666667,15.41666667,50,12.5,42.25
30114,33.33333333,8.333333333,34,8.5,72,18,0,0,34.83333333
30115,56.66666667,14.16666667,30,7.5,50,12.5,40,10,44.16666667
30117,60,15,39,9.75,66.66666667,16.66666667,70,17.5,58.91666667
30119,76.66666667,19.16666667,23,5.75,47.14285714,11.78571429,0,0,36.70238095
30121,40,10,19,4.75,48.57142857,12.14285714,0,0,26.89285714
30122,50,12.5,30,7.5,56,14,10,2.5,36.5
30123,66.66666667,16.66666667,42,10.5,56.66666667,14.16666667,20,5,46.33333333
30130,40,10,64,16,47.5,11.875,70,17.5,55.375
40001,15,3.75,38,9.5,76.66666667,19.16666667,0,0,32.41666667
40002,20,5,53,13.25,100,25,0,0,43.25
40004,26.66666667,6.666666667,21,5.25,30,7.5,10,2.5,21.91666667
40007,26.66666667,6.666666667,15,3.75,24.28571429,6.071428571,0,0,16.48809524
40010,60,15,25,6.25,38.57142857,9.642857143,20,5,35.89285714
40011,36.66666667,12.22222222,88,29.33333333,Not Available,Not Available,90,30,71.55555556
40014,33.33333333,8.333333333,32,8,77.14285714,19.28571429,10,2.5,38.11904762
40015,0,0,59,14.75,100,25,0,0,39.75
40016,83.33333333,20.83333333,23,5.75,31.42857143,7.857142857,0,0,34.44047619
40017,30,7.5,49,12.25,42.5,10.625,70,17.5,47.875
40019,0,0,36,9,90,22.5,60,15,46.5
40020,13.33333333,3.333333333,30,7.5,60,15,0,0,25.83333333
40022,36.66666667,9.166666667,19,4.75,37.14285714,9.285714286,10,2.5,25.70238095
40026,16.66666667,4.166666667,12,3,31.42857143,7.857142857,20,5,20.02380952
40027,20,5,30,7.5,41.42857143,10.35714286,0,0,22.85714286
40029,70,17.5,33,8.25,50,12.5,0,0,38.25
40036,6.666666667,1.666666667,41,10.25,41.42857143,10.35714286,0,0,22.27380952
40039,23.33333333,5.833333333,32,8,57.5,14.375,0,0,28.20833333
40041,43.33333333,10.83333333,21,5.25,71.66666667,17.91666667,0,0,34
40050,5,1.25,53,13.25,100,25,0,0,39.5
40051,40,10,32,8,73.33333333,18.33333333,80,20,56.33333333
40055,13.33333333,3.333333333,15,3.75,52.85714286,13.21428571,0,0,20.29761905
40062,36.66666667,9.166666667,34,8.5,31.42857143,7.857142857,10,2.5,28.02380952
40067,0,0,37,9.25,93.33333333,23.33333333,0,0,32.58333333
40069,5,1.25,11,2.75,76.66666667,19.16666667,60,15,38.16666667
40071,6.666666667,1.666666667,19,4.75,57.14285714,14.28571429,0,0,20.70238095
40072,45,11.25,88,22,76.66666667,19.16666667,40,10,62.41666667
40076,0,0,74,24.66666667,Not Available,Not Available,70,23.33333333,48
40078,30,7.5,27,6.75,51.66666667,12.91666667,0,0,27.16666667
40084,26.66666667,6.666666667,10,2.5,38.57142857,9.642857143,0,0,18.80952381
40085,30,7.5,37,9.25,100,25,100,25,66.75
40088,30,7.5,37,9.25,68,17,0,0,33.75
40114,3.333333333,0.833333333,25,6.25,38.57142857,9.642857143,0,0,16.72619048
40118,46.66666667,11.66666667,38,9.5,70,17.5,0,0,38.66666667
40119,30,7.5,37,9.25,61.42857143,15.35714286,20,5,37.10714286
40134,43.33333333,10.83333333,90,22.5,75,18.75,40,10,62.08333333
40137,0,0,17,4.25,66.66666667,16.66666667,10,2.5,23.41666667
40153,10,3.333333333,35,11.66666667,Not Available,Not Available,40,13.33333333,28.33333333
50002,60,15,12,3,58.33333333,14.58333333,0,0,32.58333333
50006,46.66666667,11.66666667,20,5,18.57142857,4.642857143,40,10,31.30952381
50007,76.66666667,19.16666667,45,11.25,40,10,40,10,50.41666667
50008,45,11.25,11,2.75,50,12.5,20,5,31.5
50009,33.33333333,8.333333333,15,3.75,38.57142857,9.642857143,50,12.5,34.22619048
50013,40,10,29,7.25,35,8.75,40,10,36
50014,26.66666667,6.666666667,20,5,73.33333333,18.33333333,20,5,35
50017,50,12.5,36,9,44.28571429,11.07142857,30,7.5,40.07142857
50018,65,16.25,27,6.75,40,10,0,0,33
50022,50,12.5,7,1.75,41.42857143,10.35714286,0,0,24.60714286
50025,70,17.5,27,6.75,37.14285714,9.285714286,0,0,33.53571429
50026,50,12.5,24,6,28.57142857,7.142857143,0,0,25.64285714
50030,100,25,7,1.75,63.33333333,15.83333333,100,25,67.58333333
50036,23.33333333,5.833333333,12,3,21.42857143,5.357142857,20,5,19.19047619
50038,53.33333333,13.33333333,12,3,42.85714286,10.71428571,0,0,27.04761905
50039,0,0,53,13.25,54.28571429,13.57142857,20,5,31.82142857
50040,Not Available,Not Available,38,12.66666667,34.28571429,11.42857143,80,26.66666667,50.76190476
50042,0,0,30,7.5,35,8.75,70,17.5,33.75
50043,76.66666667,19.16666667,30,7.5,16.66666667,4.166666667,0,0,30.83333333
50045,43.33333333,10.83333333,20,5,73.33333333,18.33333333,40,10,44.16666667
50047,76.66666667,19.16666667,12,3,51.42857143,12.85714286,40,10,45.02380952
50054,50,12.5,15,3.75,31.66666667,7.916666667,0,0,24.16666667
50055,65,16.25,12,3,48,12,50,12.5,43.75
50056,16.66666667,4.166666667,9,2.25,25.71428571,6.428571429,20,5,17.8452381
50057,40,10,22,5.5,20,5,20,5,25.5
50058,80,20,27,6.75,38.57142857,9.642857143,0,0,36.39285714
50060,40,10,21,5.25,25.71428571,6.428571429,0,0,21.67857143
50063,90,22.5,21,5.25,30,7.5,0,0,35.25
50067,30,10,15,5,Not Available,Not Available,60,20,35
50069,30,7.5,42,10.5,35.71428571,8.928571429,0,0,26.92857143
50070,Not Available,Not Available,23,7.666666667,52,17.33333333,100,33.33333333,58.33333333
50071,Not Available,Not Available,28,9.333333333,42.85714286,14.28571429,80,26.66666667,50.28571429
50072,Not Available,Not Available,18,6,35.71428571,11.9047619,100,33.33333333,51.23809524
50073,50,12.5,25,6.25,55.71428571,13.92857143,100,25,57.67857143
50075,40,10,19,4.75,37.14285714,9.285714286,40,10,34.03571429
50076,Not Available,Not Available,15,5,40,13.33333333,90,30,48.33333333
50077,86.66666667,21.66666667,12,3,37.14285714,9.285714286,0,0,33.95238095
50078,45,11.25,43,10.75,60,15,0,0,37
50082,70,17.5,15,3.75,52.85714286,13.21428571,10,2.5,36.96428571
50084,66.66666667,16.66666667,13,3.25,51.42857143,12.85714286,20,5,37.77380952
50089,5,1.25,15,3.75,71.66666667,17.91666667,0,0,22.91666667
50090,15,3.75,29,7.25,70,17.5,40,10,38.5
50091,50,12.5,15,3.75,65,16.25,10,2.5,35
50093,20,5,13,3.25,38.57142857,9.642857143,0,0,17.89285714
50099,66.66666667,16.66666667,17,4.25,37.14285714,9.285714286,10,2.5,32.70238095
50100,16.66666667,4.166666667,53,13.25,50,12.5,0,0,29.91666667
50101,40,10,16,4,45,11.25,0,0,25.25
50102,66.66666667,16.66666667,11,2.75,24.28571429,6.071428571,0,0,25.48809524
50103,80,20,11,2.75,52.85714286,13.21428571,0,0,35.96428571
50104,83.33333333,20.83333333,9,2.25,52.85714286,13.21428571,0,0,36.29761905
50107,46.66666667,11.66666667,33,8.25,47.14285714,11.78571429,60,15,46.70238095
50108,40,10,26,6.5,35.71428571,8.928571429,20,5,30.42857143
50110,43.33333333,10.83333333,14,3.5,67.5,16.875,50,12.5,43.70833333
50112,96.66666667,24.16666667,51,12.75,30,7.5,0,0,44.41666667
50113,Not Available,Not Available,23,7.666666667,28,9.333333333,0,0,17
50115,30,7.5,28,7,57.14285714,14.28571429,0,0,28.78571429
50116,50,12.5,16,4,34.28571429,8.571428571,0,0,25.07142857
50118,36.66666667,9.166666667,26,6.5,50,12.5,40,10,38.16666667
50121,23.33333333,5.833333333,29,7.25,28.57142857,7.142857143,50,12.5,32.72619048
50122,40,10,15,3.75,71.66666667,17.91666667,0,0,31.66666667
50124,33.33333333,8.333333333,12,3,71.66666667,17.91666667,0,0,29.25
50125,76.66666667,19.16666667,17,4.25,44.28571429,11.07142857,20,5,39.48809524
50126,100,25,38,9.5,35.71428571,8.928571429,0,0,43.42857143
50127,15,3.75,38,9.5,36.66666667,9.166666667,40,10,32.41666667
50128,36.66666667,9.166666667,17,4.25,45.71428571,11.42857143,0,0,24.8452381
50129,20,5,19,4.75,55.71428571,13.92857143,0,0,23.67857143
50131,45,15,45,15,Not Available,Not Available,30,10,40
50132,100,25,19,4.75,55,13.75,0,0,43.5
50133,26.66666667,6.666666667,15,3.75,24.28571429,6.071428571,20,5,21.48809524
50136,73.33333333,18.33333333,21,5.25,40,10,20,5,38.58333333
50137,Not Available,Not Available,28,9.333333333,72.85714286,24.28571429,100,33.33333333,66.95238095
50138,Not Available,Not Available,22,7.333333333,34.28571429,11.42857143,60,20,38.76190476
50139,Not Available,Not Available,22,7.333333333,40,13.33333333,90,30,50.66666667
50140,Not Available,Not Available,34,11.33333333,51.42857143,17.14285714,40,13.33333333,41.80952381
50145,43.33333333,10.83333333,40,10,57.14285714,14.28571429,40,10,45.11904762
50149,80,20,16,4,57.14285714,14.28571429,0,0,38.28571429
50150,43.33333333,10.83333333,36,9,50,12.5,40,10,42.33333333
50152,63.33333333,15.83333333,20,5,24,6,20,5,31.83333333
50153,36.66666667,9.166666667,14,3.5,54.28571429,13.57142857,0,0,26.23809524
50158,93.33333333,31.11111111,39,13,Not Available,Not Available,0,0,44.11111111
50159,43.33333333,10.83333333,12,3,42.85714286,10.71428571,10,2.5,27.04761905
50167,30,7.5,14,3.5,48.57142857,12.14285714,10,2.5,25.64285714
50168,36.66666667,9.166666667,43,10.75,58.57142857,14.64285714,0,0,34.55952381
50169,86.66666667,21.66666667,47,11.75,40,10,10,2.5,45.91666667
50174,43.33333333,10.83333333,16,4,35.71428571,8.928571429,20,5,28.76190476
50179,46.66666667,11.66666667,22,5.5,67.14285714,16.78571429,10,2.5,36.45238095
50180,60,15,30,7.5,38.57142857,9.642857143,10,2.5,34.64285714
50189,Not Available,Not Available,17,5.666666667,90,30,60,20,55.66666667
50191,50,12.5,12,3,31.42857143,7.857142857,20,5,28.35714286
50192,Not Available,Not Available,25,8.333333333,83.33333333,27.77777778,70,23.33333333,59.44444444
50194,23.33333333,5.833333333,10,2.5,74,18.5,30,7.5,34.33333333
50195,76.66666667,19.16666667,43,10.75,38.57142857,9.642857143,30,7.5,47.05952381
50197,56.66666667,14.16666667,51,12.75,61.66666667,15.41666667,20,5,47.33333333
50204,36.66666667,9.166666667,34,8.5,35,8.75,10,2.5,28.91666667
50211,40,10,24,6,67.5,16.875,0,0,32.875
50222,70,17.5,43,10.75,31.42857143,7.857142857,30,7.5,43.60714286
50224,60,15,28,7,47.14285714,11.78571429,10,2.5,36.28571429
50225,40,10,24,6,80,20,70,17.5,53.5
50226,60,15,19,4.75,72.85714286,18.21428571,0,0,37.96428571
50228,36.66666667,9.166666667,28,7,31.42857143,7.857142857,20,5,29.02380952
50230,96.66666667,24.16666667,21,5.25,41.66666667,10.41666667,0,0,39.83333333
50231,23.33333333,5.833333333,22,5.5,41.42857143,10.35714286,0,0,21.69047619
50232,43.33333333,10.83333333,46,11.5,55,13.75,40,10,46.08333333
50234,10,3.333333333,76,25.33333333,Not Available,Not Available,80,26.66666667,55.33333333
50235,23.33333333,5.833333333,20,5,32.85714286,8.214285714,0,0,19.04761905
50236,63.33333333,15.83333333,11,2.75,50,12.5,20,5,36.08333333
50238,100,25,20,5,55.71428571,13.92857143,0,0,43.92857143
50239,93.33333333,23.33333333,24,6,34.28571429,8.571428571,0,0,37.9047619
50242,33.33333333,8.333333333,10,2.5,45.71428571,11.42857143,10,2.5,24.76190476
50243,10,2.5,9,2.25,35.71428571,8.928571429,20,5,18.67857143
50245,40,10,21,5.25,47.14285714,11.78571429,0,0,27.03571429
50248,20,5,20,5,41.42857143,10.35714286,10,2.5,22.85714286
50261,6.666666667,1.666666667,14,3.5,50,12.5,0,0,17.66666667
50262,80,20,57,14.25,52.85714286,13.21428571,10,2.5,49.96428571
50272,30,7.5,33,8.25,71.42857143,17.85714286,20,5,38.60714286
50278,83.33333333,20.83333333,31,7.75,28.57142857,7.142857143,0,0,35.72619048
50279,0,0,14,3.5,75,18.75,70,17.5,39.75
50280,0,0,16,4,41.42857143,10.35714286,20,5,19.35714286
50281,73.33333333,18.33333333,13,3.25,80,20,0,0,41.58333333
50283,56.66666667,14.16666667,30,7.5,37.14285714,9.285714286,10,2.5,33.45238095
50289,60,15,13,3.25,30,7.5,20,5,30.75
50290,73.33333333,18.33333333,29,7.25,37.14285714,9.285714286,30,7.5,42.36904762
50291,50,12.5,58,14.5,55,13.75,30,7.5,48.25
50292,53.33333333,13.33333333,11,2.75,48.57142857,12.14285714,30,7.5,35.72619048
50295,36.66666667,9.166666667,20,5,45.71428571,11.42857143,10,2.5,28.0952381
50296,20,5,24,6,70,17.5,70,17.5,46
50298,36.66666667,9.166666667,14,3.5,90,22.5,20,5,40.16666667
50300,90,22.5,7,1.75,38.57142857,9.642857143,0,0,33.89285714
50301,33.33333333,8.333333333,12,3,60,15,70,17.5,43.83333333
50305,36.66666667,9.166666667,8,2,31.42857143,7.857142857,0,0,19.02380952
50308,60,15,37,9.25,47.14285714,11.78571429,0,0,36.03571429
50309,66.66666667,16.66666667,20,5,41.42857143,10.35714286,30,7.5,39.52380952
50313,50,12.5,20,5,75,18.75,0,0,36.25
50315,Not Available,Not Available,20,6.666666667,41.42857143,13.80952381,0,0,20.47619048
50320,23.33333333,5.833333333,20,5,38.57142857,9.642857143,0,0,20.47619048
50324,53.33333333,13.33333333,31,7.75,50,12.5,0,0,33.58333333
50327,50,12.5,20,5,31.66666667,7.916666667,0,0,25.41666667
50329,53.33333333,13.33333333,20,5,37.14285714,9.285714286,0,0,27.61904762
50334,40,10,27,6.75,35.71428571,8.928571429,0,0,25.67857143
50335,36.66666667,9.166666667,20,5,52,13,80,20,47.16666667
50336,40,10,26,6.5,35.71428571,8.928571429,40,10,35.42857143
50342,33.33333333,8.333333333,17,4.25,50,12.5,50,12.5,37.58333333
50348,33.33333333,8.333333333,28,7,47.14285714,11.78571429,10,2.5,29.61904762
50350,73.33333333,18.33333333,19,4.75,58.57142857,14.64285714,10,2.5,40.22619048
50351,66.66666667,16.66666667,44,11,32.85714286,8.214285714,20,5,40.88095238
50352,50,12.5,51,12.75,80,20,70,17.5,62.75
50353,90,22.5,22,5.5,50,12.5,0,0,40.5
50357,10,3.333333333,84,28,Not Available,Not Available,30,10,41.33333333
50359,26.66666667,6.666666667,5,1.25,22.5,5.625,20,5,18.54166667
50360,60,15,13,3.25,46.66666667,11.66666667,0,0,29.91666667
50367,30,7.5,23,5.75,52.85714286,13.21428571,0,0,26.46428571
50373,35,8.75,25,6.25,37.14285714,9.285714286,40,10,34.28571429
50376,45,11.25,12,3,45.71428571,11.42857143,0,0,25.67857143
50378,15,3.75,24,6,82,20.5,20,5,35.25
50380,36.66666667,9.166666667,18,4.5,32.85714286,8.214285714,0,0,21.88095238
50382,86.66666667,21.66666667,11,2.75,28.57142857,7.142857143,0,0,31.55952381
50390,23.33333333,5.833333333,1,0.25,32.85714286,8.214285714,0,0,14.29761905
50393,66.66666667,16.66666667,14,3.5,48.57142857,12.14285714,10,2.5,34.80952381
50394,26.66666667,6.666666667,15,3.75,74.28571429,18.57142857,20,5,33.98809524
50396,76.66666667,19.16666667,45,11.25,55.71428571,13.92857143,0,0,44.3452381
50407,56.66666667,18.88888889,26,8.666666667,Not Available,Not Available,100,33.33333333,60.88888889
50411,Not Available,Not Available,25,8.333333333,44.28571429,14.76190476,90,30,53.0952381
50414,33.33333333,8.333333333,25,6.25,65,16.25,40,10,40.83333333
50417,63.33333333,15.83333333,6,1.5,37.5,9.375,80,20,46.70833333
50424,76.66666667,19.16666667,62,15.5,35,8.75,20,5,48.41666667
50425,Not Available,Not Available,10,3.333333333,36.66666667,12.22222222,100,33.33333333,48.88888889
50426,56.66666667,14.16666667,8,2,32,8,0,0,24.16666667
50438,90,22.5,27,6.75,25.71428571,6.428571429,20,5,40.67857143
50441,73.33333333,18.33333333,40,10,28.33333333,7.083333333,0,0,35.41666667
50444,36.66666667,9.166666667,13,3.25,68.57142857,17.14285714,40,10,39.55952381
50454,83.33333333,20.83333333,52,13,20,5,10,2.5,41.33333333
50455,23.33333333,5.833333333,20,5,65.71428571,16.42857143,10,2.5,29.76190476
50457,30,7.5,8,2,64,16,40,10,35.5
50464,23.33333333,5.833333333,15,3.75,44.28571429,11.07142857,10,2.5,23.1547619
50468,76.66666667,19.16666667,7,1.75,60,15,20,5,40.91666667
50471,76.66666667,19.16666667,13,3.25,47.14285714,11.78571429,0,0,34.20238095
50481,76.66666667,19.16666667,18,4.5,40,10,0,0,33.66666667
50485,63.33333333,15.83333333,21,5.25,31.66666667,7.916666667,0,0,29
50488,36.66666667,9.166666667,26,6.5,44.28571429,11.07142857,0,0,26.73809524
50492,33.33333333,8.333333333,31,7.75,28.57142857,7.142857143,0,0,23.22619048
50496,60,15,35,8.75,33.33333333,8.333333333,20,5,37.08333333
50498,3.333333333,0.833333333,38,9.5,38,9.5,30,7.5,27.33333333
50502,100,25,14,3.5,38,9.5,0,0,38
50503,80,20,15,3.75,42.85714286,10.71428571,0,0,34.46428571
50506,35,8.75,17,4.25,51.42857143,12.85714286,10,2.5,28.35714286
50510,Not Available,Not Available,38,12.66666667,40,13.33333333,80,26.66666667,52.66666667
50512,Not Available,Not Available,23,7.666666667,68,22.66666667,90,30,60.33333333
50515,Not Available,Not Available,17,5.666666667,50,16.66666667,100,33.33333333,55.66666667
50516,53.33333333,13.33333333,14,3.5,44.28571429,11.07142857,30,7.5,35.4047619
50517,30,7.5,17,4.25,35.71428571,8.928571429,30,7.5,28.17857143
50523,66.66666667,16.66666667,12,3,32.85714286,8.214285714,30,7.5,35.38095238
50526,76.66666667,19.16666667,3,0.75,27.5,6.875,10,2.5,29.29166667
50528,25,6.25,20,5,83.33333333,20.83333333,70,17.5,49.58333333
50534,16.66666667,4.166666667,9,2.25,61.66666667,15.41666667,10,2.5,24.33333333
50537,20,5,58,14.5,50,12.5,70,17.5,49.5
50541,Not Available,Not Available,34,11.33333333,47.14285714,15.71428571,50,16.66666667,43.71428571
50549,40,10,18,4.5,35.71428571,8.928571429,0,0,23.42857143
50551,43.33333333,10.83333333,13,3.25,44.28571429,11.07142857,10,2.5,27.6547619
50557,53.33333333,13.33333333,14,3.5,57.14285714,14.28571429,20,5,36.11904762
50561,Not Available,Not Available,25,8.333333333,30,10,40,13.33333333,31.66666667
50567,76.66666667,19.16666667,31,7.75,55.71428571,13.92857143,20,5,45.8452381
50568,43.33333333,10.83333333,22,5.5,77.5,19.375,10,2.5,38.20833333
50570,40,10,12,3,37.14285714,9.285714286,0,0,22.28571429
